,Stimulated,Time (min),Unstimulated,Stimulated std,Unstimulated std
0,12.181394783852706,0.9999998999999999,12.197103103699606,0.0,0.0
1,10.855116353739882,1.9999997999999999,13.004883843562533,0.0,0.0
2,11.214307845023608,2.9999997,11.757791777158909,0.0,0.0
3,12.651717199804429,3.9999995999999998,11.94283816081079,0.0,0.0
4,13.514403646878575,4.9999994999999995,12.29188792438197,0.0,0.0
5,13.550219754762503,5.999999399999999,11.99295897448821,0.0,0.0
6,13.474249858288246,6.999999299999999,12.112171487737385,0.0,0.0
7,13.936982038182371,7.999999199999999,16.133870266484045,0.0,0.0
8,14.705295206170268,8.999999099999998,15.629887823931346,0.0,0.0
9,15.77299060647624,9.999998999999999,14.980927508887333,0.0,0.0
10,16.472691887955314,10.9999989,14.303994329007514,0.0,0.0
11,14.328686359414158,11.9999988,14.466595925620867,0.0,0.0
12,11.78538554392843,12.9999987,14.700156948995316,0.0,0.0
13,14.091960213802444,13.999998600000001,14.65886638983944,0.0,0.0
14,14.95867168659342,14.999998500000002,14.86319175572002,0.0,0.0
15,14.882918410878691,15.999998400000003,15.08352089695378,0.0,0.0
16,13.265400656554986,16.9999983,15.03432542711521,0.0,0.0
17,9.680341338146809,17.9999982,15.053949550027117,0.0,0.0
18,12.799731168646304,18.9999981,15.074834483450203,0.0,0.0
19,12.280250139230112,19.999997999999998,14.979969836683736,0.0,0.0
20,13.211345458474387,20.999997899999997,14.881016717353486,0.0,0.0
21,13.935638195405254,21.999997799999996,14.620229301702578,0.0,0.0
22,14.9194167645108,22.999997699999994,16.72747356549961,0.0,0.0
23,18.48245143359773,23.999997599999993,16.72945282128815,0.0,0.0
24,18.210328787970514,24.999997499999992,15.759207850266975,0.0,0.0
25,18.498646129858063,25.99999739999999,14.424472663143165,0.0,0.0
26,17.02366278956069,26.99999729999999,14.076855140647686,0.0,0.0
27,11.649108364906425,27.99999719999999,16.118241041835933,0.0,0.0
28,8.722026985059465,28.999997099999987,15.643801013056649,0.0,0.0
