scorer,DeepCut_resnet50_Microdialysis_AccuteMay11shuffle1_144000,DeepCut_resnet50_Microdialysis_AccuteMay11shuffle1_144000,DeepCut_resnet50_Microdialysis_AccuteMay11shuffle1_144000,DeepCut_resnet50_Microdialysis_AccuteMay11shuffle1_144000,DeepCut_resnet50_Microdialysis_AccuteMay11shuffle1_144000,DeepCut_resnet50_Microdialysis_AccuteMay11shuffle1_144000,DeepCut_resnet50_Microdialysis_AccuteMay11shuffle1_144000,DeepCut_resnet50_Microdialysis_AccuteMay11shuffle1_144000,DeepCut_resnet50_Microdialysis_AccuteMay11shuffle1_144000,DeepCut_resnet50_Microdialysis_AccuteMay11shuffle1_144000,DeepCut_resnet50_Microdialysis_AccuteMay11shuffle1_144000,DeepCut_resnet50_Microdialysis_AccuteMay11shuffle1_144000,DeepCut_resnet50_Microdialysis_AccuteMay11shuffle1_144000,DeepCut_resnet50_Microdialysis_AccuteMay11shuffle1_144000,DeepCut_resnet50_Microdialysis_AccuteMay11shuffle1_144000,DeepCut_resnet50_Microdialysis_AccuteMay11shuffle1_144000,DeepCut_resnet50_Microdialysis_AccuteMay11shuffle1_144000,DeepCut_resnet50_Microdialysis_AccuteMay11shuffle1_144000
bodyparts,Nose,Nose,Nose,RFPaw,RFPaw,RFPaw,LFPaw,LFPaw,LFPaw,RHPaw,RHPaw,RHPaw,LHPaw,LHPaw,LHPaw,TailBase,TailBase,TailBase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1165.6295373439789,131.13296699523926,0.8318268656730652,1166.4000380039215,126.83610606193542,0.0002235655119875446,1169.5877294540405,132.02046746388078,0.0015935745323076844,594.7209997177124,480.16820335388184,0.0014426454436033964,574.4094398021698,421.43777227401733,0.00024950189981609583,562.2556313276291,458.8115804195404,0.00044371242984198034
1,1166.8496255874634,131.06986665725708,0.9413514733314514,1167.001095533371,126.08149671554565,0.0005154773825779557,1170.4552402496338,131.5385177731514,0.0037718804087489843,594.3259569406509,479.974488735199,0.0004209269827697426,1172.4816305935383,126.20599675178528,0.0007083740783855319,1168.1135339736938,127.89266180992126,0.00018817759701050818
2,1165.590151309967,129.3977656364441,0.9894745349884033,1158.9454138278961,124.28503626585007,0.0006300671957433224,1168.6134099960327,132.53730708360672,0.008387462235987186,570.6217317581177,429.241042971611,0.00022521997743751854,1172.5884818434715,129.4217631816864,0.000495651678647846,579.8575860261917,425.9811158180237,0.0003296514041721821
3,1165.6043939590454,129.33247232437134,0.9894172549247742,1158.9086015224457,124.2631465792656,0.0007409842219203711,1168.5929384231567,132.47459107637405,0.008418389596045017,570.6502714157104,429.11870098114014,0.00021186171215958893,1172.6288774609566,129.39335584640503,0.0005280576879158616,580.0383051075041,425.8205351829529,0.00031603864044882357
4,1168.909167766571,130.0659532546997,0.7812038660049438,1171.036265552044,131.58082541823387,0.01918184570968151,1172.9924791455269,132.41799074411392,0.11066249758005142,391.16609501838684,682.6622339487076,0.006185033358633518,1173.7904732227325,128.58657598495483,0.004148782230913639,1177.0155506134033,129.52024054527283,0.0002776797045953572
5,1169.1608664989471,130.03543424606323,0.7745286226272583,1175.0295038223267,132.0229378286749,0.02462783455848694,1173.1303752660751,132.3816823065281,0.13353362679481506,390.80118560791016,682.945910692215,0.005130284000188112,1173.6420986652374,128.57564568519592,0.005000405013561249,1176.7987325191498,129.401695728302,0.00032105279387906194
6,1169.3509995937347,130.3636393547058,0.6718286275863647,1177.9757187366486,132.76275873184204,0.011909487657248974,1174.8753945827484,133.07836210727692,0.018855346366763115,392.4173102378845,680.8975484371185,0.0007775008562020957,393.68981885910034,683.1561941504478,0.0016185343265533447,780.8984320163727,201.0548815727234,0.00019790776423178613
7,1169.353917837143,130.38094520568848,0.6683030128479004,1177.9664356708527,132.74140167236328,0.011238381266593933,1174.8693730831146,133.0637321472168,0.01773911714553833,392.57936096191406,681.1689388751984,0.0008730374393053353,393.88857793807983,683.5878349840641,0.0015250048600137234,780.9291097521782,200.9891014099121,0.00019809691002592444
8,1166.9440183639526,128.48224592208862,0.9651573300361633,1177.2959756851196,132.14790724217892,0.02930128388106823,1172.2089289873838,134.22466278076172,0.049818895757198334,603.6662560999393,471.8151144981384,0.0005147893098182976,1173.3995863199234,129.71269178390503,0.005964627489447594,555.854735866189,458.6873559951782,0.0010441869962960482
9,1166.2747373580933,128.5990982055664,0.7667672038078308,359.79737186431885,600.9706349372864,0.005291127599775791,1171.5190320014954,132.46382382512093,0.02109934762120247,385.3460464477539,689.2486109733582,0.0005862695397809148,1173.4536702632904,130.63258278369904,0.0009525056229904294,555.6200320720673,458.66081619262695,0.0005208036745898426
10,1166.005132675171,128.4568166732788,0.6617581844329834,360.0812361240387,600.8837404251099,0.006007390096783638,1171.2161803245544,132.42631596326828,0.028776969760656357,386.7320189476013,689.3304333686829,0.0010222976561635733,1169.1633768081665,128.2149040699005,0.0011226095957681537,555.5564973056316,458.69917047023773,0.0005362352239899337
11,1166.0783610343933,128.55288791656494,0.6838115453720093,360.0812361240387,600.8837404251099,0.006007390096783638,1171.229329109192,132.45970129966736,0.028321074321866035,386.7320189476013,689.3304333686829,0.0010222976561635733,1173.2370166778564,130.51130747795105,0.0011248876107856631,555.5564973056316,458.69917047023773,0.0005362352239899337
