,Nose X,Nose Y,RFPaw X,RFPaw Y,LFPaw X,LFPaw Y,RHPaw X,RHPaw Y,LHPaw X,LHPaw Y,TailBase X,TailBase Y,COM X,COM Y,Hunch,Frame
0,-0.004121065139884195,-0.00019788742065607323,-0.011393666267622393,-0.021388769149766063,0.013258934020996094,-0.015169620513923121,-0.00026106834411621094,0.0028351545334004413,0.08301091194141463,0.05849336087703705,-0.008011400699615479,-0.003583431243924906,0.012080440918528742,0.0034981345136945543,159.9460365625512,0.0
1,-1.563181638717424,-1.1553587913513166,-0.9215102195739746,-0.10112690925600987,-7.472441345453262,-10.700187861919403,0.15361571311950684,0.7802870273589946,1.0501651763917152,-0.18516500294208527,0.18401074409484863,-0.6675068140029623,-1.4282235950230984,-2.0048430586854638,159.94096293483807,1.0
2,0.5213043689727783,1.5027599334716797,0.9625350236893837,0.40530550479890337,-0.9123629629610832,-1.0102359652519155,-0.5572342872619629,-0.06534171104432573,-0.2706298828125,-0.49176400899887085,1.4503669738769531,-0.7169606387615488,0.19899653891726152,-0.06270614763101297,161.41649456819937,2.0
3,0.035786628723030844,-0.014714956283569336,-0.048627734184378824,0.09704267978668213,0.044476270675431806,-0.1449565887451172,0.00014734268188476562,0.0014041662216328632,-0.005126476287841797,-0.009783923625974467,0.00429081916809082,0.01813212037092171,0.005157808462702936,-0.00881275037923738,160.29075083833632,3.0
4,-0.6378319263458252,0.9346673488616943,0.6190598011017983,-2.3129966259002828,-1.8792878985404968,-2.2969372272491597,-1.5400964617729187,-0.9031676054000854,0.39684581756591797,0.23070532083514195,-1.3530186414718628,3.083016216754885,-0.7323882182438979,-0.2107854286829678,160.29585269769206,4.0
5,-1.0482897758483887,-1.359290599822998,-3.813700199127311,-2.815432071685777,-11.648855447769051,-2.763097107410431,-0.3516497313975151,0.7716056108474731,-0.08670806884776994,-0.21174556016921997,-1.8957625031471252,3.280299067497225,-3.14082762102286,-0.5162767767906212,161.50146422340438,5.0
6,0.08803558349609375,0.08237457275390625,-0.0059006214140708835,0.12382638454437256,-0.03762388229370117,0.059484183788306666,0.013761520385514814,0.003924250602722168,0.00108385086070939,-0.0006299614906311035,0.027873754501342773,-0.11326491832730312,0.01453836758931478,0.025952418645228903,164.60804077750797,6.0
7,-0.3832821846008301,-1.1459870338439941,-0.881645679473877,-3.5571383237838745,-9.560865372419357,6.694752991199493,0.578071445226783,0.41307830810546875,0.08609390258777694,-0.2830166220664978,0.9038444757461548,-0.3689260482788086,-1.5429639021555583,0.29212721188863117,164.416633563544,7.0
8,-0.06505632400512695,-0.027108430862427646,0.1837325096130371,-0.114579916000352,-0.0018760859966278076,0.018618762493133545,-0.020735323429107666,-0.012247323989882375,-0.12097549438465194,-0.10496032238006592,-0.05383786559116288,-0.07128477096557617,-0.01312476396560669,-0.05192700028419509,165.82090484331584,8.0
9,-8.622792363166695,-0.6918807029724112,8.76015210151661,9.382324099540696,1.2016316056251526,1.4605121612548828,0.030974030494803628,-0.2004498243331767,0.46484756469715194,-0.07915651798248291,1.4207715094090645,-1.783010482788086,0.5425974080960145,1.3480564554532368,165.79302932892168,9.0
10,0.31228244304645614,2.3885908126831055,1.7410628795624916,5.78666627407074,-0.6650956869125366,0.589806556701653,1.015506744384652,-0.08918774127960205,-0.012902259826432783,-0.01789569854736328,-1.0274789333343506,2.1841578483581543,0.2272291978200466,1.8070230086644479,171.3395426062493,10.0
11,0.04643249511730119,-0.5292434692382812,-0.049987077713012695,-0.03413820266723633,0.28597843647003174,-0.09882020950316672,0.020696640014648438,-0.011847138404846191,-0.03382730484020158,-0.03229498863220215,0.01039385795581893,0.04894733428955078,0.04661450783409767,-0.10956611235936364,170.30973215265715,11.0
12,0.4428050518033615,-2.0099308490753174,1.0765539407730103,1.2129784822463847,1.3026067018508911,-0.08530974388122559,-0.13676559925079346,0.05615961551664839,1.0394749641418457,0.06271684169769287,0.10769677162181779,-0.48890972137454014,0.6387286384900221,-0.2087158958117262,170.72556437129208,12.0
